paper,concept,relevance
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,superficial amorphization,0.78
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,dislocation density,0.77
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,abrasive particle size,0.76
Surface Defects in Polished Silicon Studied by Cross-Sectional Transmission Electron Microscopy,surface cavity,0.75
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,cathodoluminescence,1.0
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,polarized cl,1.0
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,znse films,0.95
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,y0 emission,0.95
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,y1 emission,0.95
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,dislocation tangles,0.92
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,metalorganic vapor phase epitaxy,0.9
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,polarization direction,0.9
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,individual dislocations,0.88
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,dislocation line,0.88
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,transmission electron microscope,0.87
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,gaas(001),0.85
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,cl imaging,0.85
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,polarization condition,0.82
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,low-temperature measurement,0.8
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,spatial distribution,0.78
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,intensity distribution,0.75
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,epitaxial growth,0.75
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,thin films,0.72
Distribution of polarized-cathodoluminescence around the structural defects in ZnSe/GaAs(001) studied by transmission electron microscopy,ii-vi semiconductor,0.7
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,gan,1.0
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,cathodoluminescence,0.97
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,epitaxial gan,0.95
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,transmission electron microscopy,0.93
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,deep levels,0.92
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,excitonic transitions,0.9
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,near band edge,0.88
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,vga–siga complexes,0.87
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,vga–on complexes,0.87
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,exciton bound to stacking fault,0.86
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,stacking faults,0.85
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,nonradiative transitions,0.84
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,threading dislocations,0.83
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,defect states,0.82
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,yellow emission,0.8
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,wurtzite lattice,0.79
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,recombination efficiency,0.78
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,cubic gan inclusion,0.77
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,quantum well,0.75
Cathodoluminescence and Transmission Electron Microscopy Study of the Influence of Crystal Defects on Optical Transitions in GaN,low temperature luminescence,0.74
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,ingan/gan,1.0
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,v defects,1.0
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,electron beam induced current,0.98
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,ebic,0.97
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,multiple quantum well,0.95
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,scanning transmission electron microscopy,0.95
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,light emitting diodes,0.92
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,minority carrier diffusion length,0.9
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,p-n junction,0.88
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,ebic signal,0.88
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,semiconductor defects,0.85
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,stem,0.85
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,electrical activity,0.82
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,junction displacement,0.8
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,defect core,0.78
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,iii-nitride,0.75
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,localized measurements,0.72
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,crystal defects,0.72
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,electronic behavior,0.7
Analysis of V defects in GaN-based light emitting diodes by scanning transmission electron microscopy and electron beam induced current,carrier transport,0.68
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,gasb diodes,1.0
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,molecular beam epitaxy,1.0
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,gasb substrates,0.95
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,gallium knudsen cells,0.95
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,gallium droplets,0.93
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,crystallographic defects,0.92
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,epitaxial growth,0.88
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,cross-section transmission electron microscopy,0.88
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,pyramidal defects,0.87
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,electron dispersive spectroscopy,0.85
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,defect formation mechanism,0.85
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,crystal structure,0.82
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,epi-surface,0.8
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,top-side contact metal,0.78
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,diode shorting,0.78
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,large area diodes,0.75
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,gallium incorporation,0.74
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,central void,0.72
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,photovoltaics,0.7
Transmission Electron Microscopy-Based Analysis of Electrically Conductive Surface Defects in Large Area GaSb Homoepitaxial Diodes Grown Using Molecular Beam Epitaxy,electrical characterization,0.65
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,transition metal dichalcogenides,1.0
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,2d materials,0.95
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,transmission electron microscopy,0.95
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,defect structures,0.93
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,monolayer tmds,0.9
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,scanning tem,0.88
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,phase contrast imaging,0.85
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,atomic-resolution imaging,0.85
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,lattice imperfections,0.83
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,bilayer tmds,0.82
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,intrinsic defects,0.8
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,extrinsic defects,0.8
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,layered materials,0.78
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,atomic configurations,0.75
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,beam irradiation,0.73
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,defect dynamics,0.72
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,structural reconstruction,0.7
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,crystalline structures,0.68
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,foreign atom incorporation,0.65
Chapter 6 - Atomic structure of defects in transitional metal dichalcogenides using transmission electron microscopy,transformation pathways,0.63
A machine perspective of atomic defects in scanning transmission electron microscopy,aberration-corrected stem,1.0
A machine perspective of atomic defects in scanning transmission electron microscopy,scanning transmission electron microscopy,1.0
A machine perspective of atomic defects in scanning transmission electron microscopy,atomic-resolution imaging,0.95
A machine perspective of atomic defects in scanning transmission electron microscopy,2d materials,0.93
A machine perspective of atomic defects in scanning transmission electron microscopy,structural defects,0.92
A machine perspective of atomic defects in scanning transmission electron microscopy,defect topology,0.9
A machine perspective of atomic defects in scanning transmission electron microscopy,defect density,0.88
A machine perspective of atomic defects in scanning transmission electron microscopy,machine learning,0.87
A machine perspective of atomic defects in scanning transmission electron microscopy,computer vision,0.85
A machine perspective of atomic defects in scanning transmission electron microscopy,stem data analytics,0.85
A machine perspective of atomic defects in scanning transmission electron microscopy,atomic structure identification,0.83
A machine perspective of atomic defects in scanning transmission electron microscopy,quantitative data analysis,0.8
A machine perspective of atomic defects in scanning transmission electron microscopy,big data,0.75
A machine perspective of atomic defects in scanning transmission electron microscopy,real space imaging,0.74
A machine perspective of atomic defects in scanning transmission electron microscopy,structure-property investigation,0.73
A machine perspective of atomic defects in scanning transmission electron microscopy,high-throughput analysis,0.72
A machine perspective of atomic defects in scanning transmission electron microscopy,two-dimensional materials,0.7
A machine perspective of atomic defects in scanning transmission electron microscopy,defect identification,0.68
A machine perspective of atomic defects in scanning transmission electron microscopy,aberration correction,0.65
A machine perspective of atomic defects in scanning transmission electron microscopy,unified framework,0.6
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,cu2znsns4 (czts),1.0
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,hot-injection synthesis,0.92
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,nanocrystals,0.9
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,high resolution tem,0.89
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,selected area electron diffraction,0.88
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,convergent beam electron diffraction,0.87
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,vacuum thermal annealing,0.85
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,kesterite structure,0.84
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,stannite structure,0.83
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,cation ordering,0.81
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,tetragonal unit cell,0.79
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,oleylamine,0.78
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,stacking faults,0.77
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,lamellar twins,0.76
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,zone axes,0.72
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,zns secondary phase,0.71
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,{112} planes,0.7
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,dislocations,0.68
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,photovoltaic devices,0.65
Crystal structure and defects visualization of Cu2ZnSnS4 nanoparticles employing transmission electron microscopy and electron diffraction,x-ray diffraction,0.62
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,algan/gan heterostructure,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,ohmic contacts,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,ingan/gan multi-quantum well,0.95
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,v-defects,0.92
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,transmission electron microscopy,0.9
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,tin,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,v-pits,0.88
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,aln interfacial layer,0.87
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,high angle annular dark field,0.85
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,edge dislocation,0.85
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,contact resistance,0.84
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,energy filtered tem,0.83
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,high-resolution electron microscopy,0.82
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,intermetallic layer,0.82
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,p-type gan,0.8
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,x-ray mapping,0.78
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,phase distribution,0.76
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,dark field tem,0.75
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,high power transistors,0.72
Analysis of contacts and V-defects in GaN device structures by transmission electron microscopy,light-emitting structure,0.7
Structural defects in GaN revealed by transmission electron microscopy,gan,1.0
Structural defects in GaN revealed by transmission electron microscopy,structural defects,1.0
Structural defects in GaN revealed by transmission electron microscopy,transmission electron microscopy,1.0
Structural defects in GaN revealed by transmission electron microscopy,threading dislocations,0.95
Structural defects in GaN revealed by transmission electron microscopy,stacking faults,0.92
Structural defects in GaN revealed by transmission electron microscopy,inversion domains,0.9
Structural defects in GaN revealed by transmission electron microscopy,wurtzite structure,0.88
Structural defects in GaN revealed by transmission electron microscopy,heteroepitaxy,0.87
Structural defects in GaN revealed by transmission electron microscopy,sapphire substrate,0.85
Structural defects in GaN revealed by transmission electron microscopy,epitaxial growth,0.84
Structural defects in GaN revealed by transmission electron microscopy,dislocation density,0.83
Structural defects in GaN revealed by transmission electron microscopy,misfit dislocations,0.82
Structural defects in GaN revealed by transmission electron microscopy,grain boundaries,0.8
Structural defects in GaN revealed by transmission electron microscopy,mocvd,0.79
Structural defects in GaN revealed by transmission electron microscopy,diffraction contrast imaging,0.78
Structural defects in GaN revealed by transmission electron microscopy,planar defects,0.77
Structural defects in GaN revealed by transmission electron microscopy,burgers vector,0.76
Structural defects in GaN revealed by transmission electron microscopy,sic substrate,0.74
Structural defects in GaN revealed by transmission electron microscopy,columnar growth,0.72
Structural defects in GaN revealed by transmission electron microscopy,edge dislocations,0.71
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,antimony,0.98
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,grazing incidence diffuse x-ray scattering,0.97
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,dopant deactivation,0.95
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,antimony precipitates,0.94
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,supersaturated dopants,0.93
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,antimony aggregates,0.93
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,ion implantation,0.92
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,laser annealing,0.91
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,transmission electron microscopy,0.9
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,metastable dopants,0.89
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,thermal annealing,0.88
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,high-resolution x-ray diffraction,0.87
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,incoherent clusters,0.86
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,equilibrium solubility limit,0.85
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,coherent precipitates,0.85
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,czochralski silicon,0.84
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,mass contrast tem,0.83
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,silicon matrix,0.82
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,floating zone silicon,0.81
Diffuse x-ray scattering and transmission electron microscopy study of defects in antimony-implanted silicon,thermal donors,0.8
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,electron beam induced current,0.98
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,transmission electron microscopy,0.97
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,in situ ebic,0.97
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,focused ion beam,0.96
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,extended defects,0.95
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,tem lamella preparation,0.94
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,recombination-active defects,0.93
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,tem lamella,0.93
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,multicrystalline silicon,0.92
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,defect localization,0.91
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,low-energy ebic,0.9
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,defect complex,0.89
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,block-cast silicon,0.88
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,semiconductor defects,0.87
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,defect density,0.85
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,localization accuracy,0.83
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,chemical sensitivity,0.82
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,synchrotron x-ray techniques,0.78
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,structural analysis,0.75
Localization and preparation of recombination-active extended defects for transmission electron microscopy analysis,chemical analysis,0.74
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,dislocations,0.95
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,stacking faults,0.95
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,stem imaging,0.92
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,scanning transmission electron microscopy,0.92
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,transmission electron microscopy,0.9
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,burgers vector,0.88
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,g·b criterion,0.88
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,gan,0.87
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,two-beam diffraction,0.85
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,scanning electron microscope,0.85
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,stem detector,0.83
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,displacement vector,0.82
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,imaging vector,0.8
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,crystal defects,0.8
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,reciprocity theorem,0.78
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,double-tilt specimen holder,0.78
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,defect characterization,0.78
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,diffraction patterns,0.76
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,charge-coupled-device camera,0.72
Analysis of crystal defects by scanning transmission electron microscopy (STEM) in a modern scanning electron microscope,specimen orientation,0.7
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,semiconductor heterostructures,1.0
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,crystal defects,0.97
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,epitaxial strain,0.95
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,gaas/si,0.93
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,ge/si,0.93
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,β-sic/si,0.93
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,plastic relaxation,0.91
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,misfit,0.9
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,annular dark-field stem,0.9
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,micro-patterned si substrates,0.88
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,cubic semiconductors,0.85
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,atomic-resolution imaging,0.84
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,scanning transmission electron microscopy,0.83
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,high-resolution imaging,0.8
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,lattice mismatch,0.78
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,dislocation defects,0.76
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,two-dimensional crystal defects,0.75
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,strained semiconductors,0.73
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,electro-optical devices,0.7
Structural defects in cubic semiconductors characterized by aberration-corrected scanning transmission electron microscopy,epitaxial growth,0.68
