paper,doi,canonical,paper_term,relevance
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,device type,nanodevices,0.85
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,material structure,layered structures,0.83
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,reference material,graphene,0.82
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,instrument resolution,time resolution,0.82
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,instrument resolution,energy resolution,0.82
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,material composition,chemical compositions,0.82
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,thermal field,0.8
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,electrical field,0.8
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,mechanical field,0.8
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,material property,physical properties,0.8
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,fabrication technique,thin-film techniques,0.78
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,liquid/gas environmental field,0.78
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,optical field,0.75
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,external stimulus,magnetic field,0.75
In Situ Transmission Electron Microscopy Characterization and Manipulation of Two-Dimensional Layered Materials beyond Graphene,10.1002/smll.201604259,characterization environment,high vacuum chamber environment,0.75
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,nanostructure type,semiconductor nanowires,1.0
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect type,topologically protected line defects,1.0
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,burgers vector,null Burgers vector,1.0
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,growth method,self-catalyzed vapor–liquid–solid growth,0.92
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,twin defect,three-monolayer high twin facet,0.92
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,recombination mechanism,nonradiative recombination centers,0.92
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,crystal defect,dislocations,0.9
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,characterization technique,cathodoluminescence,0.9
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect analysis method,Burgers circuit method,0.88
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,partial dislocation,partial dislocations in twinned material,0.88
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,optical emission,optical emission quenching,0.88
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,topological protection,topologically protected,0.88
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,crystal structure,multiply twinned material,0.87
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect stability,stable in nanoscale crystals,0.87
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,growth mechanism,vapor–solid shell growth,0.85
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,microstructure,nanowire microstructure,0.85
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect dimensionality,line defects,0.85
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,crystal region,nanowire tip,0.82
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect configuration,dipoles or groups with zero total Burgers vector,0.8
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,strain field,long-range strain fields,0.8
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,droplet consumption,consumption of the droplet,0.78
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,crystal growth quality,imperfect crystal growth,0.78
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect trapping mechanism,trapped by locks or other defects,0.75
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,defect expulsion,expel mobile defects,0.75
Stable Defects in Semiconductor Nanowires,10.1021/acs.nanolett.8b00620,material scale,nanoscale crystals,0.72
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect type,multi-twin (M-TW) defects,0.98
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,semiconductor material,GaAs,0.95
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,semiconductor material,InP,0.95
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect type,twin boundaries (TWs),0.95
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect generation,defect generation in GaAs and InP,0.95
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect trapping method,aspect ratio trapping (ART),0.93
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,heteroepitaxy,GaAs and InP on Si,0.93
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect type,stacking faults,0.92
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,characterization technique,transmission electron microscopy (TEM),0.92
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,iii-v on silicon integration,GaAs/InP on Si,0.92
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,substrate material,Si substrate,0.9
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,nanostructure geometry,nanosized trench structures,0.9
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect angle,M-TW angles,0.9
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,substrate orientation,substrate orientation,0.88
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,aspect ratio,aspect ratio trapping,0.88
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,pattern feature size,nanosized patterns,0.87
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,patterned substrate,Si patterns,0.87
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect analysis method,stereographic projection technique,0.85
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,epitaxial growth substrate,blanket Si substrates,0.85
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect trapping efficiency,trapping effectiveness of ART,0.85
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,pattern geometry dependence,pattern size dependence of defects,0.85
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,crystallographic representation,pole figure,0.83
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect propagation direction,specific direction defects,0.82
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,defect visualization method,3D computer graphics simulations,0.8
Study of Multi-twin Defects Generated in GaAs and InP Films on Nanopatterned Si via Transmission Electron Microscopy,10.3938/jkps.77.592,crystal symmetry,twin boundary angles,0.8
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,characterization technique,3D electron tomography,1.0
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,imaging method,transmission electron microscopy (TEM),0.95
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,device architecture,3D FinFET transistors,0.95
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,failure analysis method,TEM-based failure analysis,0.93
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,imaging artifact,projection effects,0.88
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,scanning transmission mode,scanning transmission electron microscopy (STEM),0.87
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,elemental analysis technique,energy dispersive X-ray spectroscopy (EDS) tomography,0.87
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,defect type,etched-out epitaxial regions,0.85
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,fill material,gate materials,0.82
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,failure mechanism,high leakage currents,0.82
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,leakage current,high leakage currents,0.82
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,sample preparation,TEM lamellae,0.8
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,reconstruction method,digital 3D reconstruction,0.8
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,defect characterization,defect localization,0.78
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,imaging dimension,2D projection TEM imaging,0.75
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,semiconductor material,epitaxial regions,0.74
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,device region,gate,0.72
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,sample thickness effect,projection artifacts,0.72
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,device type,semiconductor structures,0.7
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,device reliability,device reliability,0.68
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,technology node,advanced semiconductor technologies,0.65
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,manufacturing process,manufacturing processes,0.63
Unlocking Insights into 3D Transistor Defects: The Power of Supplementing TEM with Elemental Electron Tomography,10.31399/asm.cp.istfa2024p0374,sample geometry,miniaturized semiconductor structures,0.62
